beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_palette,review_overall,review_taste,review_profileName,review_aroma,review_text,review_time
3.5,436,163,Amstel Light,Light Lager,2,2,3,2,jabocu,1.5,"Poured a light straw yellow color with very small head that was gone fast. Smell was cereal grain with lightly sweet malt notes. A faint hint of citrus hops also. Taste was lightly sweet with almost a skunk bitterness, that did mellow into a more smooth bitterness as it went down. Probably one of the most ""tastefull"" macro light lagers I've had, but I didn't say ""enjoyable"". Mouthfeel was a little above medium carbonation and watery. Could be a decent pizza beer. I'd look for something else before grabbing one of these.",1142383598
3.5,436,163,Amstel Light,Light Lager,2.5,2,2,1.5,BuckeyeNation,1.5,"The last Macro Smackdown was the first to venture outside the borders of the U.S. It was, however, still confined to North America. MacSmack VIII puts on its traveling shoes and pits Amstel Light against Beck's Light in a titanic clash of European lightweights. Medium amber with several vigorous bubble streams leading up to an eggshell white crown that actually looks pretty good. This beer is a bit darker than Beck's and its head is darker as well; more cream than bright white. A little lace ends up sticking to the glass. The nose is of husky grain with a whiff of hops (that I don't think I'm imagining). It's the more powerful and the better of these two. Keep in mind that 'powerful' and 'better' are strictly relative terms. This is not good beer. Too many light lagers are flavor deficient. However, when they aren't, and they taste like this, I wish they were. Amstel Light tastes more like a BMC product than I would have thought possible. The flavor profile consists of stale grain with an artificial quality that causes that telltale sign of bad beer... the involuntary grimace. When I can't keep the corners of my mouth from turning down, I know that I've entered the land of the truly wretched. In terms of mouthfeel, each beer's positive is canceled out by its negative. This one has a slightly more full mouthfeel, relatively speaking, but a much fizzier carbonation. Let's call it a draw and move on. I didn't expect much from Amstel Light in spite of the fact that it's 'the #1 imported light beer in America'. Actually, that last sentence would be more accurate if I changed 'in spite of the fact that' to 'since'. The winner of Macro Smackdown VIII has been crowned (largely due to a lack of any serious competition), but it wears that crown uneasily. Not recommended.",1141479955
3.5,436,163,Amstel Light,Light Lager,3,2.5,3,2,WVbeergeek,2,"Appears pale golden with a nice large white lively bubbled head leaves even fine lacing down my pils v shaped glass. Aroma has Euro hops...herbal with a touch of skunk some lemongrass sweetness thrown in as well as two row malts providing light cereal sweetness. Taste has a clean refreshing tone malts lightly toasted cereal grains gives off a peanut like flavor herbal grassy hop finish. Mouthfeel is light bodied and carbonation is a bit high no special textures to report. Drinkability is great for nine holes of golf yes I'd rather be drinking some Prima, Sunshine, or Pikeview Pils but when in WV a light beer with some hops could be your best option yes that's the sorry state of beerdom in West Virginia.",1140633269
3.5,436,163,Amstel Light,Light Lager,2.5,2.5,3.5,3,oldirtycaffrey,3,"Since its availability here in the states is widespread, Amstel Light is the beer to go to when you want a light beer, imo. Appearance is golden/yellow with a slight white head. Not much lacing on the glass. The smell is nothing special -- grainy with some aroma of malts. Taste is OK - it's a little thin w/ a good amount of carbonation. But, it's easy to drink and has more of a kick than Bud Light or Coors Light.",1140296127
3.5,436,163,Amstel Light,Light Lager,2,2.5,4,2,Hibernator,2.5,"Amstel Light 12 oz brown bottle #5288528H1151 Served mainly out of the bottle, but also used an 8 oz juice glass for apperance Pours a fizzy yellow with nasty carbonation bubbles. Sudsy, light thin lace for a head. A very poor nose with whiffs corn. Rather faint whiffs of over cooked vegetables. Taste is bland and dull, but very drinkable. Watered down mouthfeel with a seltzer water quality and promising hop snap. Easy to slam with little effort, but also a heavly overpriced lager and not that satisfying. The 3.5% ABV doesn't help the situation either. A decent beer and more satisfying than most other light domestic beers.",1140217536
3.5,436,163,Amstel Light,Light Lager,2.5,3,3,3,Mebuzzard,3,"Right out of the bottle this beer seemed light...since it is. Fortunately not skunked. Smell of grains, some malt, some grass and something else. A light taste of malt, pear and a bit of hops. The lightness fits the beer, refreshing on a summer day, but not very flavorful. Finishes dry and empty.",1139112224
3.5,436,163,Amstel Light,Light Lager,1,2.5,3,3,DarkerTheBetter,3.5,"This beer poured one of the ugliest colors Ive ever seen in a beer. Its a straw yellow that has some sort of brown, or mossy green tint to it. Made me think of mold. Smelled lager-like with a soft and sweet nutty malt. Tasted of big grainy barley, a honey sweetness and a smooth pasty nut. There was also a dry floral and citrus hop. The mouth feel was thick for a light beer with a little too much carbonation.",1138983360
3.5,436,163,Amstel Light,Light Lager,2.5,3,2.5,3,tesguino,3.5,"A beer from the netherrlands; im happy for the heineken group thet introduce this beer in my country this year, i waiting for the 1870, meanwhile in the first the taste is like a kolsch, very pretty yellow color, hops, and rice are present in its smell, little lacing, mouthfeel like a genuine holland bier, but is still present the kolsch taste; good for mexican and snacks, drink from a bottle, 79% recommended.",1138298363
3.5,436,163,Amstel Light,Light Lager,2,2.5,2.5,2,Koolbreeze2,2,"Appearence-A yellow color. Little head that does not last. Smell-Not much and not certain that I can describe it. Taste-A little watery and somewhat thin taste.Out of fairness to the beer, the taste does fit the style Mouthfeel-Not much. Drinkability-I am not a fan of light beers but I would take this over a Coors light. I had a half Amstel Light last night (poet?) from my wifes glass and did not hate it. Its just not for me.",1137965070
3.5,436,163,Amstel Light,Light Lager,3.5,2.5,4,3.5,Pepeton,3,"Review by the style... review by the style... review by the style... Disclaimer: I'm not into light beers, but I have in mind that we have to review according to the style. Pours a straw yellow, white and short lived head. No lacing at all. Smell is faint, some malts, though; maybe even hops. Taste is, well, light. Refreshing and crisp, just as a Lager is supposed to be. I tasted some corn, maybe. Mouthfeel is fuzzy, and aftertaste is mildly dry. Drinkability is good, since this light beer isn't as light as I thought. Perhaps good enough for a barbecue in a hot Mexican Summer afternoon. Salud!",1137621467
3.5,436,163,Amstel Light,Light Lager,4,3,4.5,3,casualbeerman,4,"Believe it or not the comercials you see about this stuff aren't lying. To date, Amstel Light (all 95 calories per 12 oz serving worth), is the best most beerlike light beer I have had. I include cheater Sam Adams Light (they stretch the definition of ""light"" with like 125 calories vs I think 150 for a regular bottle of Boston Lager) in that statement. Appearance is kind of odd because on the one hand it has a nice deep brown color, but on the other it is obviously a little watery looking, the result being that dark brown color is nearly transparent. It does manage to maintain a surprisingly stable head for a light beer. Smell is pleasant, you know hoppy, a bit of malt, a bit of yeast, basically what a normal beer is supposed to smell like. Taste is quite good. Some sweet malt, balanced presence of hops that are of decent quality, if not too exciting. A little yeast is in there too, and obviously this is a very clean tasting beer. Mouthfeel IS a bit on the watery side, but not to the point where you actually think you are drinking water whenever you take a sip without looking right at the glass. Drinkability is excellent since not only does this beer taste pretty good, but it obviously does not weight you down, plus you're packing on fewer calories and not getting as drunk either. Is this going to fool you into thinking you just drank an oatmeal stout, an extra bitter, or a dopplebock? Of course not. It is still a bit on the watery side in fact. But it does a better job of hiding the fact that its a light beer than any other I've tried yet. And that slighty watery liquid at least has some real beer flavor present, if not as much richness as even I would like. Take it from me, you are not likely to find a better light beer in a regular bar. In fact, I could definately see ordering this over some regular beers that don't even make me wretch when I think about drinking them (MGD, Beck's, Rolling Rock, and Corona for example)",1136101815
3.5,436,163,Amstel Light,Light Lager,3,2.5,3,3,tgbljb,3,"poured a pale yellow color with large white puffy head. Smell is very minimal, so as to almost nothing. Taste follows through, being very light with not much taste to be found. Finished cold and refreshing with no lingering aftertaste. Advertising is the biggest thing about this beer, With the low alcohol content, a nice expensive spacer.",1135643519
